Statistical profiling result from sin_console_log.log, (8838 ticks, 38 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  Function: ^digest node:internal/crypto/hash:115:40
      1    0.0%    0.0%  Function: ^deserializeObject /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/bson/lib/parser/deserializer.js:65:27
      1    0.0%    0.0%  Function: ^debug /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/debug/src/debug.js:65:17
      1    0.0%    0.0%  Function: ^createError /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/http-errors/index.js:49:22
      1    0.0%    0.0%  Function: ^concat node:buffer:536:32
      1    0.0%    0.0%  Function: ^compileFunction node:vm:308:25
      1    0.0%    0.0%  Function: ^command /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/sdam/server.js:150:12
      1    0.0%    0.0%  Function: ^cleanupCursor /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cursor/abstract_cursor.js:513:23
      1    0.0%    0.0%  Function: ^checkListener node:events:258:23
      1    0.0%    0.0%  Function: ^checkIsHttpToken node:_http_common:221:26
      1    0.0%    0.0%  Function: ^checkIn /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cmap/connection_pool.js:191:12
      1    0.0%    0.0%  Function: ^checkBounds node:internal/buffer:52:21
      1    0.0%    0.0%  Function: ^callback node:internal/streams/writable:550:44
      1    0.0%    0.0%  Function: ^allocate node:buffer:398:18
      1    0.0%    0.0%  Function: ^_writeRaw node:_http_outgoing:344:19
      1    0.0%    0.0%  Function: ^_isUint8Array /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/winston/node_modules/readable-stream/lib/_stream_readable.js:54:23
      1    0.0%    0.0%  Function: ^_initialize /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/cursor/find_cursor.js:48:16
      1    0.0%    0.0%  Function: ^_destroy node:internal/streams/destroy:70:18
      1    0.0%    0.0%  Function: ^TypedEventEmitter /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/mongo_types.js:34:1
      1    0.0%    0.0%  Function: ^Transaction /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/transactions.js:57:16
      1    0.0%    0.0%  Function: ^Store.createSession /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express-session/session/store.js:86:41
      1    0.0%    0.0%  Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1    0.0%    0.0%  Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      1    0.0%    0.0%  Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
      1    0.0%    0.0%  Function: ^FastBuffer node:internal/buffer:958:14
      1    0.0%    0.0%  Function: ^CommandOperation /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/operations/command.js:13:16
      1    0.0%    0.0%  Function: ^ClientSession /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/sessions.js:46:16
      1    0.0%    0.0%  Function: ^<anonymous> node:internal/validators:84:3
      1    0.0%    0.0%  Function: ^<anonymous> node:internal/validators:222:42
      1    0.0%    0.0%  Function: ^<anonymous> node:internal/validators:101:40
      1    0.0%    0.0%  Function: ^<anonymous> node:internal/fs/utils:892:42
      1    0.0%    0.0%  Function: ^<anonymous> node:internal/fs/utils:652:3
      1    0.0%    0.0%  Function: ^<anonymous> node:_http_outgoing:564:45
      1    0.0%    0.0%  Function: ^<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/sessions.js:134:43
      1    0.0%    0.0%  Function: ^<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/mongodb/lib/operations/update.js:63:40
      1    0.0%    0.0%  Function: ^<anonymous> /Users/manuelrolon/Desktop/Entregas/Entrega14/node_modules/express-session/index.js:220:28

 [C++]:
   ticks  total  nonlib   name
